Author,Publisher,Publishing Date,Text
Sydney Morton,Global News,11/28/2017,"Poetry has been one of the traditional ways of sharing our oral history for thousands of years. Now, some of the poets in the Okanagan are being celebrated in a new documentary that focuses on what moves them to continue to create in our modern-day world.

“There was just such a wealth of talent of wonderful poets here in Vernon that we wanted to, first of all, find out why that’s really why we started, was why this small city has given us so many great writers and specifically poets,” said Curtis Emde, co-director and producer at The Orange Lamphouse Studio.

The upcoming documentary titled Why We Write follows a dozen poets and explores their passion for words.

Read more: Kokanee Salmon return to Hardy Falls Regional Park for spawning season

John Lent, one of the poets featured, is a well-known Okanagan poet, writer and musician. He says he finds inspiration in the ordinary.

Story continues below advertisement

“I write because I can’t help it, it just occurs to me when I’m standing at a gas station or sitting down in a coffee shop,” said Lent.

The poetry shares different perspectives on the natural world, one of the many muses that poet Michelle Doege finds herself returning to.

“Honestly, [poetry] keeps me alive and well and it is a form of nourishment. I need to eat, yes but, I need to live in the world in a deeper space that has time to connect with things on a different level,” said Doege.

Of course, the documentary isn’t short on poems.

“I think poetry allows us to think about things we might not normally think about, to see things that we might not normally see. So, when we read a poem, we can all relate to it … and the feelings that the poet is having,” said Hannah Calder, co-director and producer of the documentary.

The final touches are being put on the documentary and it should be ready in time to make its rounds through festivals in Spring 2022."
Sydney Morton,Global News,11/28/2017,"Thousands of freshwater Kokanee Salmon are making their final journey back to the pools where they were born.

“At three, four or five years old, when the hormone level is high, they will go up the creek that they were born to almost exactly the spot that they were from,” said Marnie Vanstone, RDCO Park interpreter.

This year, more than 4,000 Kokanee Salmon have been counted at Hardy Falls alone. Interpreters are on hand at Hardy Falls Regional Park as well as at Mission Creek Regional Park in Kelowna to help families discover the importance of fall spawning and the life cycle of the Kokanee Salmon.

The returning salmon lay their eggs in nests in the gravel, as many as 1,000 at a time for the males to fertilize. Though for the Kokanee Salmon, life is full of dangers from the very beginning.

Story continues below advertisement

“The eggs are high in protein, so even the bears go for the eggs and from there they proceed to get the rest of what they want, but even the ducks will eat the bodies,” said Vanstone.

Once the spawning is complete, the adults die. It’s the circle of life in action.

The weekend Kokanee Salmon Interpretation Program ends on Oct. 10."
Craig Lord,Global News,11/28/2017," 

Canada’s first National Day for Truth and Reconciliation will be held on Thursday.

The federal statutory holiday is intended to give people a chance to pause and reflect on the legacy of the residential school system on Canada’s Indigenous Peoples.

In Ottawa, institutions and Indigenous groups are hosting a number of events to commemorate the day, to remember lives lost through the residential schools and to provide opportunities to learn the truth about Canada’s relationship with First Nations, Métis and Inuit people.

While public sector employees and workers in federally regulated industries such as banks will have the day off, Ontario did not move to make the National Day for Truth and Reconciliation a provincial holiday.

 

As such, many businesses will remain open on Thursday, though some might have adjusted hours.

5:17 First National Day for Truth and Reconciliation First National Day for Truth and Reconciliation

Shopping, food and drink

Shopping centres, grocery stores and retailers will be permitted to open on Sept. 30.

Most drug stores, like Shoppers and Rexall, are open. Contact a specific store to double-check its holiday hours.

 

There will be no change to operating hours at The Beer Store, but LCBO stores are opening after noon on Thursday.

Recreation and activities

Most indoor recreation and drop-in activities at city-run facilities will proceed as scheduled on Thursday, though there are some exceptions.

The City of Ottawa says to check with your local recreation centre to ensure your activities are proceeding as scheduled.

City museums and archives will be closed on Sept. 30. Some art galleries will remain open but might have adjusted hours.

The Canada Agriculture and Food Museum, the Canada Science and Technology Museum, the Canada Aviation and Space Museum and the Canadian War Museum will all be open according to their regular Thursday schedule, all of which offer free admission in the later hours of the day.

 

Both the National Gallery of Canada and the Canadian Museum of History will also be open from noon onwards and will offer free admission all day. The Canadian Museum of Nature will also be open from 11 a.m. to 7 p.m. with free admission.

0:52 Supporting indigenous makers on Orange Shirt Day Supporting indigenous makers on Orange Shirt Day

Transit

OC Transpo will operate according to the regular weekday schedule on Sept. 30. Note the Confederation Line LRT remains out of service due to the recent derailment and is replaced by R1 bus service.

 

Para Transpo will operate according to regular service.

All overtime parking regulations and restrictions will be enforced.

Garbage

There will be no change to curbside garbage, green bin and recycling pickup on Thursday.

The Trail Road Waste Facility will be open from 9 a.m. to 5 p.m.

Ottawa Public Health

COVID-19 testing hours will be unaffected at assessment centres in Ottawa on Thursday. Vaccination clinics and neighbourhood hubs will also run with regular hours.

 

The supervised injection site and associated program office at 179 Clarence St. will be closed. The site’s mobile van will operate from 5 p.m. until 11:30 p.m.

The OPH Information Centre and the COVID-19 phone line will both be closed.

Also closed on Sept. 30:

the Sexual Health Clinic and satellite clinics

dental clinics

OPH’s baby helpline and phone support for breastfeeding parents will not be available.

Other city services

The client services centres at Ottawa City Hall and Ben Franklin Place will be closed, as well as the provincial offences court at 100 Constellation Dr.

 

Ottawa’s city-run child care centres will be closed.

All Ottawa Public Library branches will also be closed.

Respite centres on Bayview Road, McArthur Road and Cumberland Street will all be closed.

Residents can still call 311 for urgent matters that require the city’s immediate attention.

The Indian Residential Schools Crisis Line (1-866-925-4419) is available 24 hours a day for anyone experiencing pain or distress as a result of their residential school experience.

4:13 Reflecting and learning on Truth and Reconciliation Day Reflecting and learning on Truth and Reconciliation Day"
Adam Toy,,11/28/2017," 

During the inaugural National Day for Truth and Reconciliation, Calgary’s outgoing mayor, Naheed Nenshi, offered some advice.

“Read White Goose Flying.”

Those comments come five years after the White Goose Flying report was originally published.

Marilyn North Peigan, a Blackfoot woman and member of the Piikani nation, was part of the committee tasked with producing the report.

Read more: Reconciliation work from White Goose Flying Report still to be done by City of Calgary

Work on the White Goose Flying report was ultimately a healing process for her.

“I came as an intergenerational person sitting at that table, because my grandparents on both sides were at the residential schools and my family is part of the sixties scoop,” North Peigan told Global News. “And I myself went to a federal Indian state school.”

 

Named for a 17-year-old Piikani Nation teen who attended St. Dunstan’s industrial school in Ogden and died of tuberculosis in 1899, the White Goose Flying report took the 94 calls to action from the Truth and Reconciliation Commission (TRC) and determined which would be most appropriate for the city to act upon.

1:57 How to move forward with the TRC’s calls to action How to move forward with the TRC’s calls to action – Jun 26, 2021

The process of reading the TRC report and calls to action reopened past and intergenerational wounds for North Peigan.

“Those were my traumas and my hurt and everything that happened in my past that were dissected for political purposes.” Tweet This Click to share quote on Twitter: ""Those were my traumas and my hurt and everything that happened in my past that were dissected for political purposes.""

Advice from an elder on how her actions as part of the Calgary Aboriginal Urban Affairs Committee (CAUAC) could affect the community helped her focus.

 

“It was going to be for the betterment of all Calgarians and not just one specific group of people, because I am a Canadian Forces veteran and I gave that oath to represent everybody underneath that flag with full honor.”

CAUAC produced the report in May 2016, a year after the TRC concluded its work.

1:35 New Truth and Reconciliation Day sparks growth in Indigenous school programs New Truth and Reconciliation Day sparks growth in Indigenous school programs

“I went through a period of healing once we tabled that report because I had to deal with all that information and it was my story in those books.”

Five years on, the city has acted on some of the 43 calls to action in the local report, including displaying the Treaty 7 First Nations flags at municipal plaza and in council chambers, renaming Reconciliation Bridge, land acknowledgements and the creation of the Indigenous relations office.

 

North Peigan expressed frustration over how few of those calls to action have been acted upon since the White Goose Flying report was presented to city leaders.

2:17 Beyond skin deep: One activist’s story fighting racism in Alberta Beyond skin deep: One activist’s story fighting racism in Alberta – Feb 24, 2021

The death of George Floyd and Black Lives Matter protests across the country and in Calgary, the racism hearings at city hall, a commitment to anti-racism from city council and City of Calgary senior management was almost a déja vu for North Peigan.

“One of the largest issues that I had to agree with when the Black Lives Matters came to the forefront last summer was the fact that Canada was offering as a solution symbolism and not action,” the former CAUAC member said. “And that’s exactly the situation we are in when it comes to the White Goose Flying report.“

A member of the Calgary Police Commission, North Peigan understands the pace at which institutions change.

 

“I have to have patience because, being on the police commission, one thing I know about public change is that you have to have patience and it takes time,” she said. “This is why we say it’s going to take generations to change.”

’Indigenous 101’

One agent of change is the city’s Indigenous relations office, which opened in January 2020.

And this year, it rolled out an education program for all 15,000 City of Calgary employees, called “Indigenous 101.”

“It provided the history of Indigenous people, pre-contact history, the history of colonization and the developments of of the modern era in terms of the actions that have taken place to restore the rights of Indigenous people and the decolonization efforts that are underway,” Dr. Terry Poucette, team lead for the city’s Indigenous relations office, said.

That matches TRC call to action number 57: “to provide education to public servants on the history of Aboriginal peoples, including the history and legacy of residential schools, the United Nations Declaration on the Rights of Indigenous Peoples, Treaties and Aboriginal rights, Indigenous law, and Aboriginal–Crown relations.”

6:00 U of A assistant professor says it’s time to have hard conversations about Canada’s history U of A assistant professor says it’s time to have hard conversations about Canada’s history – Jun 26, 2021

Poucette said the Indigenous relations office is also able to tailor training to needs of individual business units within the city and that senior city management was “very supportive” of the webinar.

 

At a June 8 meeting of the city’s priorities and finance committee, Poucette said she would like to see the city develop a suite of Indigenous relations curriculum.

That meeting also revealed cuts to the budget of the Indigenous relations office, from $1.1 million to $618,000.

Making a monument

The discovery of unmarked graves at former Indian residential school sites across the country, starting in May 2021, spurred Calgarians to create an impromptu monument of childrens’ shoes and other items on the steps of city hall, one of many that would span the country.

That seemed to be the impetus the city needed to enact call to action number 82: establishing a monument recognizing the history of residential schools.

According to the National Center for Truth and Reconciliation, five of Alberta’s 25 residential schools were near Calgary.

“In August, the City of Calgary and the indigenous community had a pipe ceremony where we committed to work together to establish a more permanent memorial to honor Indian residential school children that died there, as well as survivors,” Poucette said.

A working group that includes members of the Indigenous community is in the early phases of determining what that permanent memorial could look like. That could include some of the memorial display from the steps of city hall.

 

Another call to action that is now underway is establishing an Indigenous gathering place, reflecting TRC call to action number 21: “healing centres to address the physical, mental, emotional, and spiritual harms caused by residential schools.”

That work began with another pipe ceremony and memorandum of understanding with the Indigenous Gathering Place Society in June.

Housing as reconciliation

And the city is looking at how it can help fill in the gaps of affordable housing for Indigenous people in Calgary.

“What was unique about this project was that a governance model was created that honors Indigenous and non-Indigenous approaches to engagement,” Poucette, a Stoney-Nakoda woman, said.

“It paralleled Indigenous processes and worldviews in the engagement strategy and created an ethical space for the city and the Indigenous nations to work collaboratively together.”

Poucette said part of Calgary Housing Company’s future role could include the co-creation of an Indigenous urban housing strategy.

“If this urban Indigenous housing strategy becomes a reality, I think that it would move the reconciliation needle substantially,” she said, “because many people that are homeless in the city are Indigenous people and they’re homeless for a variety of reasons, including barriers that would allow them to obtain housing.”

 

Katie Black, general manager of community services, recognized that there is still work to be done to realize the rest of the 43 calls to action highlighted in the White Goose Flying report.

“As much as we have started, we are very mindful of how very, very much work is ahead of us at the city, to demonstrate that we take our responsibility to heart.”

Reconciliation as election issue

“I believe that the city’s commitment to truth and reconciliation will continue regardless of elections now or in the future, and the Indigenous Relations Office will participate in the orientation of the new council,” Poucette said.

Calgarians go to the polls to select a new mayor and council on Oct. 18.

“We look forward to meeting with the new mayor and council and working with them on the next steps in the advancement of the truth and reconciliation work that needs to be done,” she added.

4:16 Calgary observes the 1st National Day of Truth and Reconciliation Calgary observes the 1st National Day of Truth and Reconciliation

At a recent mayoral forum hosted by the University of Calgary Students’ Union, candidates were asked for their thoughts on reconciliation in the city.

 

“Many of the calls are symbolic in nature,” Jeromy Farkas said, pointing to displaying Treaty 7 flags in the council chamber.

Farkas said he planned to continue advocacy for issues like crime and safety, development and access to clean water for the neighbouring Tsuut’ina Nation, “seeking that opportunity, that potential to live out a great Canadian life.”

In addition to displaying Treaty 7 flags, Jyoti Gondek said the White Goose Flying report instructed council to establish a Indigenous gathering space and acknowledging the history of residential schools.

“The next steps that we have been advised to take by our Indigenous relations office is to carry on with public education, to challenge any curriculum that doesn’t include truth and reconciliation, to provide affordable housing and homelessness prevention solutions and here’s the big one: to have a budget for the Indigenous Relations Office that doesn’t keep getting slashed.”

Gondek proposed a perpetual funding stream for the Indigenous relations office.

“It’s one thing to do a land acknowledgment; it’s entirely another to dedicate funding from any land sales that the city has over time to go directly towards the Indigenous Relations Office.” Tweet This Click to share quote on Twitter: ""It's one thing to do a land acknowledgment; it's entirely another to dedicate funding from any land sales that the city has over time to go directly towards the Indigenous Relations Office.""

Zak Hartley wanted to hear from area First Nations to get a list of priorities from them, akin to the TRC or the White Goose Flying report.

 

Teddy Ogbonna called for a commission to hear from Treaty 7 nations.

Brad Field said “we have to get comfortable with uncomfortable conversations.”

Other candidates for mayor and council took to social media on Thursday to post their stances on reconciliation.

Running to be councillor for Ward 7, North Peigan sees October’s election to be pivotal in the path towards reconciliation.

“This is going to be an election for the generations to come, definitely, but this is also the opportunity for Calgarians to form a new relationship with their city,” she said, adding that reconciliation should be part of the city’s recovery plans.

“This is me picking up my football and running it into the end zone myself because I’m done waiting.” Tweet This Click to share quote on Twitter: ""This is me picking up my football and running it into the end zone myself because I'm done waiting.""

And if she doesn’t reach elected office this fall, the Piikani Nation member has already seen generational change.

“My daughter is actually growing up outside of that system,” North Peigan said.

“And it’s just so amazing to see how much a child can be happy and grow happy when they have that connection with their family.”

 "
Heide Pearson,Global News,11/28/2017," 

A large orange banner with the names of more than 2,800 children who died at residential schools in Canada — as well as blanks to symbolized those not identified — was hung at Fort Calgary on Thursday.

Hundreds gathered at the historic confluence of the Bow and Elbow rivers to mark the first National Day for Truth and Reconciliation.

View image in full screen A banner containing the names of thousands of children who died in Canadian residential schools. Global News

The banner, and the Calgary fire crews who held it, were blessed by Siksika Elder Clarence Wolfleg, in a smudging ceremony ahead of the city’s event.

 

1:59 Calgarians mark National Day for Truth and Reconciliation Calgarians mark National Day for Truth and Reconciliation

Phil Fontaine, former chief of the Assembly of First Nations and member of the Order of Canada, called Thursday a “special day for our people.”

“It’s also a moment for the country, so that Canada can reflect with us on our collective history. The history that hasn’t been kind to us,” he said.

Fontaine said all those at the Calgary gathering were good people who know about the suffering Indigenous people have had to endure.

View image in full screen Elder and residential school survivor Clarence Wolfleg says a prayer at Calgary’s first ceremony marking the National Day for Truth and Reconciliation. Global News

He said he could spend “endless hours” talking about the many layers of pain and shame Indigenous people are shrouded in, and issues like the roughly 30,000 children in care today, the poor housing conditions and homelessness First Nations people experience, and most recently, about discoveries of unmarked graves at former residential schools.

 

“These are all major challenges that are before us. These challenges are not going to disappear on their own because someone wills it,” he said.

“It’s going to require a very deep and concerted effort on the part of all peoples to address these issues.” Tweet This Click to share quote on Twitter: ""It's going to require a very deep and concerted effort on the part of all peoples to address these issues.""

Fontaine said he was “extremely hopeful,” however, on the country’s first day dedicated to recognizing and honouring those struggles.

5:11 Canada celebrates 1st National Day for Truth and Reconciliation Canada celebrates 1st National Day for Truth and Reconciliation

“I’m hopeful because we are better educated. We are able to stand on our two feet. We are more involved, more engaged in the political process. We’re engaged in businesses,” he said.

“And we’re very much in the minds of Canadians, because they can’t avoid turning their eyes away from and listening to the many stories that are emerging daily about our people.

 

“I’m hopeful today because we are strong and we are resilient. The most resilient people on this land are our people.”

View image in full screen Calgary Mayor Naheed Nenshi speaks at the city’s first ceremony marking the National Day for Truth and Reconciliation.

Speaking at the ceremony, outgoing Mayor Naheed Nenshi encouraged Calgarians to read the Truth and Reconciliation Commission’s report, to identify ways they can “make those actions real in your own lives.”

“From supporting Indigenous entrepreneurs, to ensuring that we are always supporting organizations that are doing the good work of healing that trauma,” he said.

“Listen to the stories. Listen to the elders, listen to the songs, listen to the knowledge keepers, listen to the stories. Tweet This Click to share quote on Twitter: ""Listen to the stories. Listen to the elders, listen to the songs, listen to the knowledge keepers, listen to the stories.

“Teach your children. Understand that today is not just a day to wear an orange shirt. Today is a day to commit ourselves to what that orange shirt means for every single one of us.”

 

View image in full screen Calgarians gathered at the confluence of the Bow and Elbow rivers for a ceremony marking the first National Day for Truth and Reconciliation. Global News"
Kendra Slugoski,Global News,11/28/2017," 

Jacob Lane had never sewn before, but in the days leading up to Sept. 30 — the National Day of Truth and Reconciliation — the 13 year old was hand-stitching miniature orange moccasins.

The moccasins are a tribute to those who were in residential schools.

Lane, a Métis student in Grade 8 at Kitchener Community School in Regina, Sask., knows Indigenous students were torn from their families and sent away to church-run schools.

“I don’t really talk about it at home,” said Lane, “but me and my family know it was real bad.” Tweet This Click to share quote on Twitter: ""I don't really talk about it at home,"" said Lane, ""but me and my family know it was real bad.""

The teachings in his classroom go far beyond Orange Shirt Day.

 

Jessica Madiratta, an Indigenous advocate teacher at the school, said the majority of students attending are Indigenous — they are immersed in the history and culture year-round.

“With having Indigenous studies every day, it’s just something that’s just a part of their everyday classroom experience,” said Madiratta.

1 2 View image in gallery mode Students at Kitchener Community School in Regina, SK, made orange moccasins in tribute to residential school survivors. Jessica Madiratta 2 2 View image in gallery mode Students at Kitchener Community School also painted rocks to honour residential school survivors. Jessica Madiratta

The discussions are age-appropriate, but Madiratta said the most important thing for all students to learn is truth.

 

“We need to teach the truth first, that’s the most important, before we even get to the stages of reconciliation, and education is the best place for this. Tweet This Click to share quote on Twitter: ""We need to teach the truth first, that's the most important, before we even get to the stages of reconciliation, and education is the best place for this.

“We have the classroom spaces, teachers, the opportunities for kids to learn this while they’re young, so when they’re older, they’re going to have this in-depth knowledge of Indigenous people, Indigenous history — especially with the history of residential school.”

5:24 Residential school survivor speaks about the importance of the National Day for Truth and Reconciliation Residential school survivor speaks about the importance of the National Day for Truth and Reconciliation

That history is not long ago.

The school itself isn’t far from Cowesses First Nation, where 751 unmarked graves were discovered near the former residential school site.

Read more: Estimated 751 unmarked graves found at former Saskatchewan residential school

Some of today’s students from Cowesses First Nation attend Kitchener Community School.

 

“The discoveries that have been found in Cowessess have an impact on our school community,” said Madiratta.

“We have people in our community who are from Cowessess, so it’s really important as an educator that we are bringing this learning into the classroom and so it’s not forgotten.

“It’s something that was never part of the curriculum before, so it’s essential it’s a part of curriculum now.” Tweet This Click to share quote on Twitter: ""It's something that was never part of the curriculum before, so it's essential it's a part of curriculum now.""

Etienna Moostoos-Lafferty, and Indigenous education coach, has also been sharing that same message in schools and on social media.

Moostoos-Lafferty, from Edmonton, Alta., has been working with an Evergreen Catholic School to develop resources for teachers.

She calls it “10 Days of Truth THEN Reconciliation.”

I am very excited to share this resource with teachers and leaders of @EvergreenCSSD Ten Days of Truth THEN Reconciliation, is a K-12 resource designed like a calendar, giving one idea, activity, video, or resource a day for each day leading up to September 30th. pic.twitter.com/Wvf1bXubyX — Etienna Moostoos-Lafferty (@EtiennaLafferty) September 17, 2021

 

“I really wanted to make sure it wasn’t just ‘truth and reconciliation,'” said Moostoos-Lafferty. “We sometimes just throw that term around so loosely and to many Indigenous people, myself included, my grandma was a survivor of residential school.”

Moostoos-Lafferty said she is honoured and “blown away” that educators across the country have been sharing her resource.

“I love seeing orange shirts but more than anything, I love seeing progress. We can’t do that just in one day.” Tweet This Click to share quote on Twitter: ""I love seeing orange shirts but more than anything, I love seeing progress. We can't do that just in one day.""

Her guide suggested age-appropriate discussions and activities leading up to Sept. 30.

For Grades 4-8, it included writing a message to Lillian Elias, an Inuvialuit residential school survivor.

She shared letters from students in Spruce Grove, Alta., who wrote to her about her bravery.

On day 3 of Truth THEN Reconciliation, Mrs. Murphy class of @EvergreenCSSD wrote letters to Lillian Elias, a survivor of Residential Schools. These are so heart warming and genuine. Today is day 4, what is everyone else working on? pic.twitter.com/P6Akn2Rmr9 — Etienna Moostoos-Lafferty (@EtiennaLafferty) September 23, 2021

 

“It wasn’t to apologize or feel bad or feel guilt,” said Moostoos-Lafferty, “it was just to respond, talk about how that made you feel, talk about how her story made you feel.”

It’s a heavy topic, one Moostoos-Lafferty said some teachers and parents are nervous to approach.

She often hears: “I don’t want to traumatize them. I don’t want them to be worried.”

Read more: 1st National Day for Truth and Reconciliation draws mixed feelings from Indigenous community

But there are ways to go about it gently, said Moostoos-Lafferty and Madiratta.

They both recommend reading books about residential schools to children.

“I hope to see some of that progress next year,” said Moostoos-Lafferty, along with more conversations at home with parents and children.

“It’s important for them to know that us as adults are working to be better. Tweet This Click to share quote on Twitter: ""It's important for them to know that us as adults are working to be better.

“Reconciliation will take a very long time because there’s a lot of healing to do. There’s a lot of grieving.”

That healing and grieving takes time and reflection.

As Lane sat in silence, sewing moccasins with a traditional whip stitch, the teenager reflected on what reconciliation means to him.

 

“It’s not just one way of knowing it.”

2:54 Indigenous students reflect on national day for Truth and Reconciliation Indigenous students reflect on national day for Truth and Reconciliation"
Marek Tkach,Global News,11/28/2017," 

Despite staying in the fight until the very end, the Winnipeg Jets couldn’t muster enough offence to put away the Vancouver Canucks on Sunday night.

The Canucks opened the scoring with a goal from Bo Horvat. The home team added tallies from Nic Petan and Tanner Pearson, escaping with a 3-2 victory.

Jeff Mallot and Kristian Reichel scored for Winnipeg.

Vancouver badly outshot the Jets 33-18.

Both starting goalies made their pre-season debuts tonight with Winnipeg’s Mikael Berdin, allowing three goals on 33 shots.

Vancouver’s Jaroslav Halak allowed one goal on 10 shots in his first game as a member of the Canucks. Halak was replaced after the second period.

 

It was a shaky start to the evening for Berdin as the 23-year-old Russian goaltender couldn’t stop Vancouver’s first shot on goal courtesy of captain Bo Horvat.

Berdin played the puck from behind his own net to the near corner where Tanner Pearson was waiting to feed Horvat in front.

View image in full screen Vancouver Canucks’ Tanner Pearson (left) looks for the loose puck after Winnipeg Jets goalie Mikhail Berdin makes a save during second period NHL preseason hockey action in Vancouver, Sunday, Oct. 3, 2021. THE CANADIAN PRESS / Richard Lam

The captain ripped a one-timer off the pad of Berdin and watched it slowly trickle across the goal line. 1-0 Canucks just 3:32 into the game.

Winnipeg found an equalizer just after the midway mark of the period off the stick of Jeff Mallot.

Leon Gawanke’s point shot bounced around for what seemed like forever before Mallot fired home his first point of the pre-season.

View image in full screen Winnipeg Jets’ Jeff Malott is congratulated by teammates after scoring a goal against the Vancouver Canucks during first period NHL pre-season hockey action in Vancouver, Sunday, Oct. 3, 2021. THE CANADIAN PRESS / Richard Lam

Vancouver held the edge in first period shots, outshooting the visitors 9-5 after twenty minutes of play.

 

Less than three minutes into the middle frame, a scrum erupted in front of Berdin after a Connor Garland wrister was covered up.

Garland got himself into a shoving match with Jansen Harkins that saw both players penalized for roughing.

On the ensuing 4-on-4, Vancouver defenceman Madison Bowey fed Nic Petan in the slot and Jets’ 2013 second round pick lasered one over the shoulder of Berdin to the give the Canucks their second lead of the game.

Canucks’ head coach Travis Green elected to pull Jaroslav Halak from the game with a 2-1 lead after 40 minutes.

View image in full screen Vancouver Canucks goalie Jarolsav Halak (right) turns away the puck while teammate Madison Bowey (left) ties up Winnipeg Jets’ Kristian Vesalainen during first period NHL pre-season hockey action in Vancouver, Sunday, Oct. 3, 2021. THE CANADIAN PRESS / Richard Lam

Halak gave way to Vancouver’s 2017 third round pick Michael Dipietro.

He immediately received some run support after Johnathan Kovacevic coughed up the puck to Bo Horvat on the forecheck.

 

Horvat left a drop pass for Nils Hoglander before the puck ended up on the tape of Tanner Pearson. 3-1 Canucks.

Read more: Winnipeg Jets camp marked by a sunny disposition going into week two

The Jets made things interesting with just 3:16 left in the game.

Kristian Reichel jumped on the puck immediately after a David Gustafsson face-off win and wired a wrister over Dipietro’s glove.

Despite climbing within a goal near the end of the final frame, the Jets couldn’t muster a third tally.

Dipietro made seven saves in 20 minutes of action as the Canucks improved their pre season record to 2-2.

Winnipeg returns home to the Canada Life Centre for a tilt with the Calgary Flames on Wednesday night.

They’ll wrap up exhibition play on Friday in Calgary.

Puck drop for Wednesday’s game goes at 7 o’clock central time.

0:49 True North hopes to speed up arena lines, get fans educated on new bag policy True North hopes to speed up arena lines, get fans educated on new bag policy"
Dave Campbell,,11/28/2017," 

The Edmonton Elks returned to the field on Sunday as they held a short walkthrough at Commonwealth Stadium.

The Elks last played on Tuesday in Ottawa losing 34-24 to the Redblacks, the Elks’ third straight loss to see a 2-2 record after Labour Day now falls to 2-5 and last place in the Western Division and last overall in the CFL.

One boost the Elks will receive on Friday in Winnipeg is the apparent return of quarterback Trevor Harris, who led the first team offence in Sunday’s short practice session.

Will Harris start against the 7-1 Winnipeg Blue Bombers on Friday night? Head coach Jamie Elizondo gave a strong lean towards the affirmative when asked if his number one quarterback is healthy enough.

“Yes, he is, “Elizondo said. “And that’s a plus.”

 

Read more: Redblacks snap five game losing streak with Tuesday night win over Edmonton Elks

Harris has missed the last two games after suffering a neck injury during the Labour Day rematch game against the Calgary Stampeders. He was placed on the team’s six-game injured list two days before the Elks faced the Bombers at home on Sept. 18.

Harris was pulled off the six-game list on Sept. 25 but was a healthy scratch in the Elks’ loss to the Redblacks as backup Taylor Cornelius started his second straight game.

Harris has his sights set on a return this Friday in Winnipeg.

“I hope so, but that’s always up to the coaches., so I’ll do my part, do what I can to be available and get ready to rock,” he said.

“I’ve been healthy. I felt good last week, and I feel better this week, so I feel ready to rock, to get the second half of the season going and go on this run.”

Harris is currently fifth in the CFL in passing with 1,481 yards. He’s thrown for six touchdown passes and five interceptions.

 

The task of making the post-season will be a daunting one for the Elks, who, in their last seven games, face the Bombers twice, the Saskatchewan Roughriders twice, the Hamilton Tiger-Cats, the Toronto Argonauts and the B.C. Lions.

Their final three games will be played over seven days.

Read more: Edmonton Elks look to stay perfect on the road Tuesday as they face the Redblacks

The second half of the 2021 CFL season begins this Friday for the Elks as they visit the Winnipeg Blue Bombers.

630 CHED will have live coverage starting with Countdown to Kick-off at 5 p.m. The opening kick-off from IG Field in Winnipeg will be at 6:30 p.m."
Reid Wilkins,,11/28/2017," 

Edmonton Oilers forward Josh Archibald has been diagnosed with myocarditis and is out indefinitely.

Archibald, who turns 29 on Oct. 6, had yet to take part in a practice with his teammates at training camp after coming out of quarantine. Oilers head coach Dave Tippett indicated last week that Archibald had been skating on his own and wasn’t feeling up to speed.

“When he came up from the States, he had to quarantine for 14 days. The back half of that 14 days, he wasn’t feeling well. He had a severe viral infection coming out of his quarantine. He tried to skate for a few days and just wasn’t feeling right,” explained Tippett.

“We got a bunch of tests done. What the tests showed was at some point this summer, he’d had COVID.” Tweet This Click to share quote on Twitter: ""We got a bunch of tests done. What the tests showed was at some point this summer, he'd had COVID.""

 

Myocarditis is an inflammation of the heart muscle.

Oilers goalie Alex Stalock is likely to miss the entire season after being diagnosed with myocarditis. Stalock texted positive for COVID-19 last November.

Former Oilers forward Mark Letestu missed the majority of the 2019-20 season with myocarditis while playing for the Winnipeg Jets.

Read more: Edmonton Oilers fall in OT to Kraken

Archibald, who Oilers general manager Ken Holland identifies as the only unvaccinated member of the team, will undergo further tests this week.

“He’s having a CAT scan, he’s having an MRI this week just to figure out where we are,” said Tippett.

Archibald spent the last two seasons of his six-year NHL career with the Oilers. Tippett said Archibald has been missed in the dressing room during camp.

“He’s a popular guy in there. He’s one of those heart-and-soul guy players. He hasn’t felt well since he got back, so guys are concerned about him,” said Tippett.

On Sunday, the Oilers assigned defencemen Philip Broberg and Filip Berglund and goalie Ilya Konovalov to Bakersfield of the AHL. Forward Cooper Marody and Seth Griffith were placed on waivers.

 

The Oilers host the Calgary Flames in pre-season action Monday night at Rogers Place. Coverage starts on 630 CHED with the Face-off Show at 5:30 p.m. The game starts at 7 p.m."
,,11/28/2017,"‘The West Block’ host Mercedes Stephenson joins Saskatchewan Health Authority Chief Medical Officer Dr. Susan Shaw to discuss what she calls a crisis in the province’s health-care system. Saskatchewan is seeing record-setting hospitalizations in a Delta variant-fuelled fourth wave, and Shaw doesn’t see a plateau coming in the near future. She is hopeful the newly introduced proof of vaccination system will help slow growing COVID case rates in Saskatchewan."
